total_loss,policy_loss,value_loss
6.7895426750183105,4.258417129516602,2.531125545501709
97.40760803222656,16.740175247192383,80.66743469238281
5.130392074584961,1.7453349828720093,3.385056972503662
6.388243675231934,4.359902858734131,2.028341054916382
8.803524017333984,3.1816861629486084,5.621837615966797
14.55215072631836,6.153899192810059,8.3982515335083
3.3336448669433594,2.3796916007995605,0.9539533853530884
3.193681240081787,1.8535668849945068,1.3401143550872803
124.72379302978516,6.784102439880371,117.93968963623047
47.319969177246094,13.822893142700195,33.497074127197266
75.87654876708984,14.679534912109375,61.19701385498047
118.34632873535156,4.231732368469238,114.11459350585938
5.691593170166016,2.2893288135528564,3.402264356613159
135.55532836914062,14.668106079101562,120.88721466064453
4.779852867126465,2.072479009628296,2.707374095916748
103.38490295410156,27.967723846435547,75.41717529296875
77.70386505126953,12.573111534118652,65.13075256347656
135.3502197265625,15.176993370056152,120.17322540283203
3.5538625717163086,2.4040772914886475,1.1497852802276611
5.2517242431640625,1.9258567094802856,3.3258674144744873
7.512740135192871,4.021547317504883,3.4911928176879883
2.665865421295166,2.0528955459594727,0.6129699945449829
4.585235595703125,2.6055827140808105,1.9796526432037354
43.4786376953125,14.142038345336914,29.336597442626953
1.106188416481018,0.7126151919364929,0.39357322454452515
1.466651439666748,1.2497555017471313,0.2168959379196167
1.361497163772583,0.4294581711292267,0.9320390224456787
52.27265167236328,17.26416015625,35.00849151611328
3.1571033000946045,1.435817003250122,1.7212862968444824
136.09280395507812,12.695943832397461,123.39686584472656
0.5484027862548828,0.010517805814743042,0.5378849506378174
72.73605346679688,9.936481475830078,62.79957580566406
24.304994583129883,3.464934825897217,20.840059280395508
42.99413299560547,13.237154960632324,29.756977081298828
38.98357391357422,12.001787185668945,26.981786727905273
131.58616638183594,12.987452507019043,118.59870910644531
130.2067413330078,12.863557815551758,117.34318542480469
3.104336738586426,1.042639136314392,2.0616977214813232
3.797207832336426,0.3872409462928772,3.4099669456481934
3.132423162460327,2.3051648139953613,0.8272583484649658
0.3465244472026825,-0.14942526817321777,0.49594971537590027
0.8210159540176392,0.21491336822509766,0.6061025857925415
3.8162639141082764,2.330129384994507,1.4861345291137695
22.861682891845703,1.1220808029174805,21.739601135253906
26.073503494262695,3.6907825469970703,22.382720947265625
2.126920461654663,1.1900120973587036,0.9369083642959595
45.9187126159668,8.950889587402344,36.96782302856445
106.51461791992188,10.71261978149414,95.80199432373047
0.010433793067932129,-0.8656872510910034,0.8761210441589355
37.501434326171875,7.660097599029541,29.84133529663086
0.09823751449584961,-1.0356565713882446,1.1338940858840942
3.524649143218994,0.9477255344390869,2.5769236087799072
43.89628982543945,11.960680961608887,31.93560791015625
1.1680114269256592,0.7640622854232788,0.40394914150238037
39.34735870361328,3.664415121078491,35.682945251464844
48.19377136230469,10.459023475646973,37.73474884033203
2.8923425674438477,0.8400521278381348,2.052290439605713
119.88202667236328,6.205384254455566,113.67664337158203
149.88401794433594,29.300168991088867,120.58385467529297
0.3728737235069275,-0.8491106629371643,1.2219843864440918
41.3924446105957,6.920960903167725,34.47148513793945
22.387130737304688,8.653478622436523,13.733652114868164
0.5814628601074219,-0.7910325527191162,1.372495412826538
107.32820129394531,1.630263090133667,105.69793701171875
3.49393630027771,-0.7389070987701416,4.232843399047852
1.8001540899276733,1.124769926071167,0.6753841638565063
41.12183380126953,11.585899353027344,29.53593635559082
127.70649719238281,11.115564346313477,116.59093475341797
-0.519487738609314,-1.2134426832199097,0.6939549446105957
8.971820831298828,2.5510306358337402,6.420790195465088
45.061641693115234,2.062769889831543,42.998870849609375
-0.799143373966217,-1.025089979171753,0.22594662010669708
12.384108543395996,0.5142333507537842,11.869874954223633
-0.35942351818084717,-1.5979458093643188,1.2385222911834717
-0.18306809663772583,-0.6045711040496826,0.4215030074119568
86.732666015625,15.636292457580566,71.09637451171875
1.907564401626587,0.7087205648422241,1.1988438367843628
4.261977672576904,2.8477847576141357,1.4141929149627686
37.5905876159668,7.6035051345825195,29.987083435058594
25.327829360961914,8.373552322387695,16.95427703857422
37.147987365722656,6.09523868560791,31.05274772644043
26.701597213745117,0.7233647108078003,25.978233337402344
124.19194793701172,7.3881025314331055,116.80384826660156
-1.668708324432373,-2.079676628112793,0.41096827387809753
22.707481384277344,0.9598207473754883,21.74765968322754
-0.9549462199211121,-1.8987640142440796,0.9438177943229675
-0.44822168350219727,-1.1864941120147705,0.7382724285125732
0.04532468318939209,-1.4833190441131592,1.5286437273025513
18.309913635253906,-0.3552883267402649,18.66520118713379
127.36798858642578,11.233983993530273,116.13400268554688
40.129825592041016,12.234920501708984,27.89490509033203
15.055419921875,-1.4316939115524292,16.48711395263672
33.92722702026367,11.32060432434082,22.60662269592285
-1.4674992561340332,-2.181152820587158,0.7136536240577698
-1.039969563484192,-1.6156247854232788,0.5756552219390869
127.1602783203125,12.616559028625488,114.54371643066406
1.8057191371917725,-1.1268532276153564,2.932572364807129
0.8617157936096191,-0.04003167152404785,0.901747465133667
1.6326948404312134,0.7302143573760986,0.9024804830551147
27.82666015625,5.563819885253906,22.262840270996094
-1.330656886100769,-1.6427314281463623,0.31207457184791565
26.789588928222656,8.804221153259277,17.985366821289062
31.205394744873047,9.815284729003906,21.39011001586914
43.26778030395508,14.803987503051758,28.46379280090332
-0.5787311792373657,-1.491835594177246,0.9131044149398804
113.0032958984375,1.9753882884979248,111.02790832519531
2.2641725540161133,0.9337116479873657,1.330461025238037
0.12346673011779785,-0.3807060122489929,0.5041727423667908
36.63703155517578,9.758907318115234,26.87812614440918
